,epreuve,normal,team,group,licensed,country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
figure-skating,Team Event_1,1,6,7,1,1,ROC,USA,JPN,CAN,CHN,GEO,ITA,CZE,Germany,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Women's Moguls_1,1,1,1,1,1,AUS,USA,ROC,FRA,JPN,USA,USA,GBR,CAN,USA,KAZ,CAN,JPN,AUS,JPN,AUS,ROC,FRA,JPN,CAN,KAZ,KAZ,ROC,ROC,CHN,BRA,GBR,KAZ,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Men's Moguls_1,1,1,1,1,1,SWE,CAN,JPN,FRA,USA,AUS,JPN,KAZ,JPN,AUS,FRA,ROC,ROC,USA,SWE,USA,SWE,SUI,FIN,FIN,KAZ,SWE,JPN,AUS,USA,CAN,GBR,FIN,AUS,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Women's Aerials_1,1,1,1,1,1,CHN,BLR,USA,USA,AUS,CHN,CAN,USA,ROC,AUS,KAZ,BLR,KAZ,AUS,USA,ROC,CHN,CAN,CAN,Germany,ROC,UKR,SUI,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Men's Aerials_1,1,1,1,1,1,CHN,UKR,ROC,SUI,USA,USA,CHN,SUI,UKR,ROC,BLR,USA,CAN,CHN,UKR,ROC,CAN,CHN,KAZ,BLR,GBR,BLR,CAN,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Mixed Team Aerials_1,1,3,3,1,1,USA,CHN,CAN,SUI,ROC,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Women's Ski Cross_1,1,1,1,1,1,SWE,CAN,Germany,SUI,CAN,CAN,CAN,AUS,SUI,ITA,AUT,AUT,SWE,FRA,Germany,ROC,ITA,SUI,ROC,ROC,ROC,AUT,CZE,CHN,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Men's Ski Cross_1,1,1,1,1,1,SUI,SUI,ROC,SWE,ITA,CAN,AUT,FRA,CAN,CAN,FRA,CAN,ROC,Germany,AUT,SUI,JPN,FRA,SWE,FRA,Germany,AUT,Germany,SUI,ROC,JPN,SWE,USA,SWE,AUT,GBR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Women's Freeski Halfpipe_1,1,1,1,1,1,CHN,CAN,CAN,EST,CHN,USA,CHN,CAN,GBR,USA,USA,Germany,USA,ROC,JPN,CHN,KOR,NZL,NZL,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Men's Freeski Halfpipe_1,1,1,1,1,1,NZL,USA,USA,CAN,USA,FRA,USA,GBR,CAN,CAN,NZL,SUI,NZL,CHN,SUI,KOR,AUT,CHN,NZL,IRL,CHN,CHN,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Women's Freeski Slopestyle_1,1,1,1,1,1,SUI,CHN,EST,ROC,USA,NOR,FRA,GBR,GBR,ITA,CAN,USA,CAN,AUT,FIN,NZL,Germany,USA,NOR,SUI,ROC,CHI,CHN,ITA,AUT,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Men's Freeski Slopestyle_1,1,1,1,1,1,USA,USA,SWE,SUI,NOR,SUI,USA,AUT,CAN,NZL,SWE,SUI,CAN,ESP,NZL,NOR,AUT,ITA,SUI,USA,SWE,CHN,NOR,CAN,NOR,CAN,FIN,SWE,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Women's Freeski Big Air_1,1,1,1,1,1,CHN,FRA,SUI,CAN,GBR,SUI,NOR,CAN,FIN,ROC,USA,NOR,GBR,USA,USA,CHI,EST,Germany,ROC,CHN,AUT,NZL,AUT,USA,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freestyle-skiing,Men's Freeski Big Air_1,1,1,1,1,1,NOR,USA,SWE,SWE,ITA,ESP,SWE,USA,CAN,NOR,USA,NOR,CAN,SUI,FRA,NZL,SUI,NZL,NOR,CAN,AUT,USA,SUI,SWE,SUI,AUT,CHN,ESP,FIN,GBR,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice-hockey,Men_1,1,6,25,1,1,FIN,ROC,SVK,SWE,USA,CAN,DNK,SUI,CZE,Germany,LAT,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
