,olympic_game,type,discipline,event,event_step,normal,team,group,licensed,country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
6679,atlanta-1996,olympic,boxing,54-57kg-featherweight-men,54-57kg-featherweight-men_11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UKR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680,atlanta-1996,olympic,boxing,54-57kg-featherweight-men,54-57kg-featherweight-men_12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6681,atlanta-1996,olympic,boxing,54-57kg-featherweight-men,54-57kg-featherweight-men_13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6682,atlanta-1996,olympic,boxing,54-57kg-featherweight-men,54-57kg-featherweight-men_14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6683,atlanta-1996,olympic,boxing,54-57kg-featherweight-men,54-57kg-featherweight-men_15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_1,1,1,1,1,BUL,PHI,UKR,0,THA,USA,MAR,INA,ARM,0,0,0,0,0,0,0,TUR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_2,1,1,1,1,1,0,ESP,0,0,0,0,0,ROU,0,0,0,0,0,0,0,DOM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6686,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_3,1,1,1,1,1,0,0,0,0,0,0,0,COL,0,0,0,0,0,0,0,CAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_4,1,1,1,1,1,0,0,0,0,0,0,0,MAD,0,0,0,0,0,0,0,PAK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6688,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_5,1,1,1,1,1,0,0,0,0,0,0,0,CUB,0,0,0,0,0,0,0,HON,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6689,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_6,1,1,1,1,1,0,0,0,0,0,0,0,CHN,0,0,0,0,0,0,0,BOT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6690,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_7,1,1,1,1,1,0,0,0,0,0,0,0,RSA,0,0,0,0,0,0,0,SWE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6691,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_8,1,1,1,1,1,0,0,0,0,0,0,0,MEX,0,0,0,0,0,0,0,TPE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6692,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GHA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6693,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6694,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6696,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6697,atlanta-1996,olympic,boxing,48kg-lightflyweight-men,48kg-lightflyweight-men_14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SVK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6698,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_1,1,1,1,1,CUB,TUR,ALG,0,POL,IRL,UZB,RUS,HUN,0,0,0,0,0,0,0,MEX,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6699,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_2,1,1,1,1,1,0,USA,0,0,0,0,0,JPN,0,0,0,0,0,0,0,MAR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6700,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_3,1,1,1,1,1,0,0,0,0,0,0,0,GEO,0,0,0,0,0,0,0,CHN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6701,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_4,1,1,1,1,1,0,0,0,0,0,0,0,CMR,0,0,0,0,0,0,0,CHI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6702,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_5,1,1,1,1,1,0,0,0,0,0,0,0,BRA,0,0,0,0,0,0,0,BAR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6703,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_6,1,1,1,1,1,0,0,0,0,0,0,0,CZE,0,0,0,0,0,0,0,CAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6704,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_7,1,1,1,1,1,0,0,0,0,0,0,0,GER,0,0,0,0,0,0,0,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6705,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_8,1,1,1,1,1,0,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,SAM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6706,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6707,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6708,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6709,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6710,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6711,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712,atlanta-1996,olympic,boxing,71-75kg-men,71-75kg-men_15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6713,atlanta-1996,olympic,equestrian-eventing,team-mixed,team-mixed_1,1,1,1,1,Australia,United States of America,New Zealand,France,Great Britain,Japan,Sweden,Spain,Germany,Switzerland,Ireland,Italy,Hungary,Canada,Brazil,Poland,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6714,atlanta-1996,olympic,equestrian-eventing,individual-mixed,individual-mixed_1,1,1,1,1,NZL,NZL,USA,FRA,USA,USA,GER,BEL,FRA,GBR,AUS,GBR,SWE,ITA,ITA,GER,ESP,CAN,HUN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6715,atlanta-1996,olympic,water-polo,water-polo-men,water-polo-men_1,1,1,1,1,Spain,Croatia,Italy,Hungary,Russian Federation,Greece,United States of America,Serbia and Montenegro,Germany,Netherlands,Romania,Ukraine,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6716,atlanta-1996,olympic,diving,10m-platform-women,10m-platform-women_1,1,1,1,1,CHN,GER,USA,USA,CHN,UKR,KAZ,RUS,GBR,ROU,AUT,GER,PRK,UKR,KAZ,BUL,MEX,GBR,AUS,RUS,CAN,ROU,PRK,CAN,AUS,CRC,ESP,ITA,FRA,URU,KOR,KOR,THA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6717,atlanta-1996,olympic,diving,3m-springboard-women,3m-springboard-women_1,1,1,1,1,CHN,RUS,CAN,USA,UKR,JPN,RUS,SWE,USA,KAZ,GER,UKR,MEX,BLR,AUS,GER,MEX,KAZ,AUS,ARM,CAN,PRK,CHN,ITA,HUN,ESP,PUR,GEO,TJK,CRC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6718,atlanta-1996,olympic,diving,10m-platform-men,10m-platform-men_1,1,1,1,1,RUS,GER,CHN,CHN,RUS,USA,MEX,GER,USA,JPN,BLR,AUT,GBR,SWE,PRK,BLR,KAZ,GBR,JPN,UKR,KAZ,MEX,ESP,ROU,VEN,UKR,AZE,AUS,THA,BOL,KOR,ARM,HKG,GEO,KUW,TPE,SCG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6719,atlanta-1996,olympic,diving,3m-springboard-men,3m-springboard-men_1,1,1,1,1,CHN,CHN,USA,USA,RUS,AUS,GER,MEX,RUS,BLR,UKR,GER,ZIM,AUT,ITA,CAN,HUN,GBR,CAN,SWE,BLR,SWE,UKR,GBR,VEN,GRE,BOL,AUS,PUR,MEX,ESP,KOR,KUW,THA,SRI,ESP,TPE,SCG,TJK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6720,lillehammer-1994,olympic,nordic-combined,team-men,team-men_1,1,1,1,1,Japan,Norway,Switzerland,Estonia,Czech Republic,France,United States of America,Finland,Austria,Germany,Italy,Russian Federation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6721,lillehammer-1994,olympic,nordic-combined,individual-men,individual-men_1,1,1,1,1,NOR,JPN,NOR,JPN,EST,SUI,SUI,NOR,FRA,JPN,NOR,EST,USA,FIN,SUI,UKR,FRA,CZE,JPN,FIN,POL,GER,GER,EST,FIN,SVK,AUT,FRA,USA,USA,CZE,CZE,ITA,FRA,GER,USA,AUT,FIN,EST,AUT,AUT,GER,RUS,ITA,RUS,SUI,RUS,RUS,ITA,BLR,SVK,SVK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6722,lillehammer-1994,olympic,luge,singles-men,singles-men_1,1,1,1,1,GER,AUT,ITA,ITA,USA,ITA,AUT,GER,RUS,AUT,RUS,SWE,SWE,RUS,GER,USA,SWE,LAT,SVK,CAN,LAT,JPN,ISV,GRE,JPN,GBR,LIE,JPN,SUI,BER,BIH,AUS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723,lillehammer-1994,olympic,luge,singles-women,singles-women_1,1,1,1,1,ITA,GER,AUT,AUT,ITA,GER,RUS,UKR,LAT,AUT,USA,USA,NOR,GER,SVK,LAT,LAT,RUS,EST,ISV,ROU,ROU,BIH,GRE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724,lillehammer-1994,olympic,luge,doubles-mixed,doubles-mixed_1,1,1,1,1,ITA,ITA,GER,USA,USA,ROU,RUS,CAN,0,AUT,LAT,LAT,SWE,GER,RUS,POL,GEO,JPN,BUL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6725,lillehammer-1994,olympic,luge,doubles-mixed,doubles-mixed_2,1,1,1,1,1,0,0,0,0,0,0,UKR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6726,lillehammer-1994,olympic,biathlon,4x75km-relay-men,4x75km-relay-men_1,1,1,1,1,Germany,Russian Federation,France,Belarus,Finland,Italy,Norway,Poland,Austria,Slovenia,Sweden,Czech Republic,Estonia,United States of America,Ukraine,Latvia,Great Britain,Slovakia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727,lillehammer-1994,olympic,biathlon,75km-women,75km-women_1,1,1,1,1,CAN,BLR,UKR,KAZ,GER,BLR,ITA,GER,CZE,NOR,BUL,SVK,GER,UKR,SVK,FIN,NOR,SLO,RUS,FRA,AUS,NOR,CHN,USA,0,GER,FRA,LAT,BUL,FRA,EST,RUS,UKR,CZE,FRA,FIN,CAN,BLR,RUS,AUS,CHN,RUS,ROU,JPN,CAN,HUN,NOR,LTU,CZE,BLR,USA,BUL,0,ARG,ROU,EST,POL,EST,SWE,SWE,FIN,POL,CZE,USA,HUN,KGZ,SWE,POL,MDA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6728,lillehammer-1994,olympic,biathlon,75km-women,75km-women_2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6729,lillehammer-1994,olympic,biathlon,15km-women,15km-women_1,1,1,1,1,CAN,FRA,GER,BLR,FRA,SVK,BLR,AUS,GER,RUS,FRA,UKR,UKR,USA,GER,RUS,USA,ROU,0,FRA,NOR,BUL,RUS,CHN,ITA,RUS,EST,BLR,KAZ,LAT,NOR,USA,USA,CZE,CZE,GER,CZE,FIN,CHN,SVK,BUL,EST,NOR,SLO,POL,SWE,BUL,FIN,BLR,CZE,CAN,POL,EST,JPN,FIN,FIN,POL,SWE,NOR,SWE,HUN,LTU,ROU,AUS,HUN,ARG,KGZ,MDA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6730,lillehammer-1994,olympic,biathlon,15km-women,15km-women_2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6731,lillehammer-1994,olympic,biathlon,4x75km-relay-women,4x75km-relay-women_1,1,1,1,1,Russian Federation,Germany,France,Norway,Ukraine,Belarus,Czech Republic,United States of America,Sweden,Finland,Poland,Estonia,Bulgaria,People's Republic of China,Canada,Romania,Hungary,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6732,lillehammer-1994,olympic,biathlon,20km-men,20km-men_1,1,1,1,1,RUS,GER,GER,BLR,GER,ITA,GER,RUS,NOR,AUT,CZE,UKR,FRA,UKR,ITA,EST,CZE,AUT,LAT,ITA,ROU,ITA,BLR,RUS,SWE,UKR,SWE,BLR,SLO,FIN,HUN,FRA,SUI,CZE,RUS,NOR,GRE,SLO,POL,LAT,FIN,SWE,CAN,FRA,SUI,NOR,FRA,AUT,CAN,SVK,KAZ,NOR,BLR,GBR,0,SVK,AUT,LTU,SLO,BUL,EST,JPN,POL,USA,USA,SWE,POL,FIN,EST,MDA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6733,lillehammer-1994,olympic,biathlon,20km-men,20km-men_2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6734,lillehammer-1994,olympic,biathlon,10km-men,10km-men_1,1,1,1,1,RUS,GER,RUS,RUS,AUT,GER,GER,FRA,SLO,BLR,FRA,GER,ITA,NOR,FIN,RUS,BLR,UKR,FRA,SWE,CZE,AUT,ITA,ITA,NOR,CAN,POL,NOR,CZE,AUT,BUL,POL,HUN,ROU,FRA,SLO,BLR,SWE,EST,UKR,LAT,JPN,AUT,ITA,BLR,CZE,UKR,KAZ,GBR,EST,SVK,FIN,NOR,FIN,LTU,GRE,SVK,EST,SLO,SUI,POL,CAN,SUI,USA,USA,LAT,GBR,MDA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6735,lillehammer-1994,olympic,ice-hockey,ice-hockey-men,ice-hockey-men_1,1,1,1,1,Sweden,Canada,Finland,Russian Federation,Czech Republic,Slovakia,Germany,United States of America,Italy,France,Norway,Austria,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
